name,cover,province_id,city_id,district_id,address,latitude,longitude,contact_number,opening_hours,court_types,is_indoor,facilities,court_qty,base_price,description,rating,enrolling_count,status
奇点网球俱乐部(博翔店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,嘉绣东路与博翔路交叉口北20米,31.31585,121.308782,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,178,这里不错,0.0,0,0
南翔镇博翔市民球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,南翔镇嘉绣东路与博翔路交叉口,31.31585,121.308782,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,200,这里不错,0.0,0,0
虹翔网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,陈翔公路88号,31.296452,121.292181,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},4,155,这里不错,0.0,0,0
境界网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,浏翔公路1000号4号馆,31.310183,121.328058,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,161,这里不错,0.0,0,0
SOLO 网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,南翔镇浏翔公路1000号靠近9号楼,31.310183,121.328058,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,131,这里不错,0.0,0,0
OASES TENNIS南翔网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,MEGA印象城6楼室外网球场,31.235792,121.505145,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,188,这里不错,0.0,0,0
光圈网球·HALOTENNIS (翔立方),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,南翔镇沪宜公路1082号B栋,31.294975,121.303824,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,173,这里不错,0.0,0,0
至臻网球(南翔店单打场),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,南翔镇民主街385号电气都市工业园1号楼,31.289487,121.306229,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},4,178,这里不错,0.0,0,0
弘金地网球场(格林世界店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,南翔镇芳林路333弄18号,31.30081,121.323551,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},6,194,这里不错,0.0,0,0
唛恩网球中心(东馆),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,7,柳华路118号,31.299924,121.350716,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},8,132,这里不错,0.0,0,0
唛恩网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,真陈路719号国金体育中心,31.299309,121.34793,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},20,149,这里不错,0.0,0,0
网球纪网球公园(南大店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,业绩路21号,31.301789,121.357191,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,194,这里不错,0.0,0,0
橙跃网球普陀二店,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,7,众仁路165号,31.287183,121.32692,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},4,165,这里不错,0.0,0,0
光圈网球·HALOTENNIS(普陀),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,7,金通路158号,31.282554,121.343321,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,172,这里不错,0.0,0,0
橙跃网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,7,武威路和百丽路交叉口露天停车场内,31.280704,121.3478,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},4,130,这里不错,0.0,0,0
宸奕网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,金园五路208号5幢102室,31.260087,121.306814,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,173,这里不错,0.0,0,0
网湃网球(嘉园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,江桥镇金园三路326号,31.258534,121.314175,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,150,这里不错,0.0,0,0
光圈网球学院,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,日永路4号,31.250148,121.346774,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},4,133,这里不错,0.0,0,0
因乐驰网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,江桥万达东广场,31.332615,121.253616,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,110,这里不错,0.0,0,0
宜云网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,14,爱特路379-1号,31.233045,121.304423,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,188,这里不错,0.0,0,0
Ace x Prime sport,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,18,华徐公路966号,31.201155,121.265668,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,144,这里不错,0.0,0,0
风网西虹桥网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,18,华徐公路888号中国梦谷东北门,31.199307,121.26672,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},3,179,这里不错,0.0,0,0
上海西庭网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,华漕镇金丰路555弄,31.201141,121.287146,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},13,148,这里不错,0.0,0,0
网悦网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,华漕镇北翟路5101号17栋203室,31.205742,121.298069,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},4,135,这里不错,0.0,0,0
沪动吧网球俱乐部(申长路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,申长路869号龙湖虹桥天街A馆六楼,31.191348,121.313057,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,182,这里不错,0.0,0,0
Our Tennis网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,申长路869号龙湖虹桥天街A座6楼,31.191348,121.313057,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,151,这里不错,0.0,0,0
壹颗网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,七宝镇吴宝路899弄8号金球驾校内,31.170441,121.340821,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},3,126,这里不错,0.0,0,0
焱网新明星花园网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,航北路180弄,31.175287,121.356295,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,123,这里不错,0.0,0,0
体汇+红馆,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,吴中路2088弄1号主楼,31.169029,121.358266,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,122,这里不错,0.0,0,0
快网·闵行七宝球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,七莘路3155号联华超市顶楼,31.156852,121.345924,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},2,144,这里不错,0.0,0,0
申亭网球俱乐部(沪松公路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,17,沪松公路1108弄,31.016401,121.261719,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},2,147,这里不错,0.0,0,0
景驿网球(奥林匹克花园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,17,九亭沪松公路1118号,31.147858,121.326801,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},2,200,这里不错,0.0,0,0
申亭网球俱乐部(九亭蒲汇路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,17,九亭镇蒲汇路189号,31.138075,121.326138,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},4,189,这里不错,0.0,0,0
MJ Tennis 闵行莘庄七宝店,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,中谊路859号,31.140234,121.35642,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],"[1, 0]",{},3,114,这里不错,0.0,0,0
焱网七莘路网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,七莘路1885号,31.137714,121.360474,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,156,这里不错,0.0,0,0
闵行区体育公园,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,新镇路456号,31.145176,121.365919,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},2,197,这里不错,0.0,0,0
橙亿网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,17,九亭中心路999弄98号,31.106822,121.327426,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},4,128,这里不错,0.0,0,0
李宁·王朋仁羽毛球篮球网球馆,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,17,南洋路1号南洋启赋城6号楼,31.12064,121.325848,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},1,185,这里不错,0.0,0,0
工匠体育(水清路儿童室内馆),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,水清路1028弄万吉花园会所一楼,31.12736,121.376901,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},1,172,这里不错,0.0,0,0
莘庄山花路市民健身中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,12,山花路516号(莘光小学对面),31.124737,121.382627,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},1,115,这里不错,0.0,0,0
动茵体育·封村体育健身中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,塘祁路1588号,31.326239,121.3752,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[1],{},2,127,这里不错,0.0,0,0
网球纪网球公园,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,祁连山路3588弄118号,31.328428,121.378025,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},6,108,这里不错,0.0,0,0
老安村市民球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,陆翔路祁连公园内(东侧),31.315916,121.382267,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,132,这里不错,0.0,0,0
唛恩·祁挥网羽中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,7,祁安路300号,31.290448,121.386201,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},11,184,这里不错,0.0,0,0
1876顶峰网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,1876园区山顶,31.405242,121.489431,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,139,这里不错,0.0,0,0
联西村民体育场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,兆南路130号联西村民体育场,31.303957,121.399507,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,165,这里不错,0.0,0,0
HGA网球俱乐部(宝山大华店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,13,真大路450弄A栋楼顶,31.2946,121.403557,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},3,166,这里不错,0.0,0,0
翱翔者网球俱乐部(森兰店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,坤逸路与高西路交叉口,31.318311,121.595619,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},3,184,这里不错,0.0,0,0
疯狂网球俱乐部(森兰店硬地场),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,张杨北路2700号森兰无界体育公园,31.307267,121.59193,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},4,199,这里不错,0.0,0,0
麦斯特网球中心(森兰体育公园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,高行镇张杨北路2700号森兰体育公园,31.307366,121.592045,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,115,这里不错,0.0,0,0
疯狂网球俱乐部(森兰无界体育公园店-红土场),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,张杨北路2700号森兰无界体育公园,31.307267,121.59193,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[1],[0],{},4,111,这里不错,0.0,0,0
翱翔者&基石网球俱乐部(森兰邻里公园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,德爱路787号森兰邻里公园网球场,31.295865,121.591362,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},4,174,这里不错,0.0,0,0
超岛体育,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,共青路430号内,31.290363,121.561411,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,129,这里不错,0.0,0,0
光圈网球·HALOTENNIS (浦东北路室外场),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,浦东北路1298号,31.293684,121.573214,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,185,这里不错,0.0,0,0
WillRising网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,浦东北路985号,31.288738,121.572761,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,158,这里不错,0.0,0,0
极禾网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,共青路82弄10号(临近江边),31.275103,121.563761,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[2],[0],{},1,141,这里不错,0.0,0,0
橙子网球(博兴路店)·沪东体育科技园,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,博兴路85号,31.270942,121.57894,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,160,这里不错,0.0,0,0
拍晟网球俱乐部(开兴健身园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,双桥路318号开兴健身园内,31.285364,121.603676,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},4,180,这里不错,0.0,0,0
SEEDSTAR种子新星网球(融创店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,归昌路126号融创精彩天地A座广场,31.275595,121.598792,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,110,这里不错,0.0,0,0
爱星网羽俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金桥镇巨峰路868号巨丰文化广场,31.279756,121.605792,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,143,这里不错,0.0,0,0
康景网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金桥镇杨高北路4705弄58号,31.279107,121.604907,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,167,这里不错,0.0,0,0
至臻网球(黄兴体育公园店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,双阳北路363号黄兴体育公园网球场,31.294695,121.5261,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,190,这里不错,0.0,0,0
甜区网球·乐动力杨浦体育中心室内网球馆,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,隆昌路640号3楼,31.280022,121.540496,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,157,这里不错,0.0,0,0
长阳创谷体育中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,黄兴路168号,31.272629,121.531387,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,181,这里不错,0.0,0,0
至臻网球(长阳店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,内江路191号洛克公园二楼,31.27774,121.54891,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,130,这里不错,0.0,0,0
乐动力·杨浦滨江运动公园,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,10,平定路最南面靠近江边,31.262884,121.552143,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,198,这里不错,0.0,0,0
至臻网球(金杨店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,云山路688号乐居里3号楼,31.254615,121.567832,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},3,200,这里不错,0.0,0,0
快网网球俱乐部(浦东金杨店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,博山东路358号幕天里三楼网球场,31.251548,121.567332,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,199,这里不错,0.0,0,0
碧云荣广网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,黄杨路25号,31.243296,121.586449,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[1],[1],{},2,194,这里不错,0.0,0,0
Vita网球俱乐部,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,黄杨路65弄,31.241972,121.588539,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,188,这里不错,0.0,0,0
酷玩网球俱乐部(金桥店-红星美凯龙8楼),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金藏路158号红星美凯龙8楼网球场,31.248933,121.595703,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,116,这里不错,0.0,0,0
酷玩网球俱乐部(金桥店-1楼室外),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金藏路158号1楼(靠近三号门),31.248105,121.596208,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,107,这里不错,0.0,0,0
绿茵网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金港路211号,31.256507,121.610873,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,153,这里不错,0.0,0,0
决胜点网球(金港路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金港路558号,31.250219,121.614021,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},3,102,这里不错,0.0,0,0
碧云网球中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,碧云社区川桥路180号,31.243039,121.601576,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},9,192,这里不错,0.0,0,0
节拍新星网球馆(火星谷店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,桂桥路115号3号楼(火星谷)货梯2楼,31.242079,121.605857,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},1,197,这里不错,0.0,0,0
智悦网球,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金葵路560弄,31.237073,121.617751,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,176,这里不错,0.0,0,0
上海东郊宾馆,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,金科路1800号东郊宾馆悦宾楼,31.22374,121.594622,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],"[1, 0]",{},10,134,这里不错,0.0,0,0
迈兹MASS-德国中心网球馆(科苑路店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,科苑路88号,31.210914,121.586845,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,119,这里不错,0.0,0,0
快网网球俱乐部(浦东夏宫店)·城市经典夏宫,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,"香楠路488弄,近广兰路",31.212216,121.616271,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},1,101,这里不错,0.0,0,0
张江君庭集电港网球场,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,"张江丹桂路张东路,集电港一期",31.221918,121.63237,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,180,这里不错,0.0,0,0
拍晟网球俱乐部(旋风店),https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,张江高科技园区亮景路265号,31.204289,121.607217,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[1],{},2,147,这里不错,0.0,0,0
熊猫网球(张江店)·烈火体育中心,https://static.poptennis.com.cn/court/1768728941013gl3HCxVWEY.webp,31,1,15,张东路2600号,31.193541,121.638117,,"[{""weekdays"": [1, 2, 3, 4, 5, 6, 7], ""start_time"": ""08:00"", ""end_time"": ""18:00""}]",[0],[0],{},2,145,这里不错,0.0,0,0
